team,v17_wins,market_total,v17_edge,v17_signal,v15d_wins,v15d_edge,v15d_signal,v16_wins,v16_edge,v16_signal,consensus,avg_edge,min_edge,max_edge,edge_range
NO,8.321826460327477,4.5,3.821826460327477,Strong Over,8.763408101620893,4.263408101620893,Strong Over,8.250600255521444,3.750600255521445,Strong Over,3-model Over,3.9452782724899382,3.750600255521445,4.263408101620893,0.5128078460994483
NE,11.466608332744554,8.5,2.9666083327445545,Strong Over,11.106567408083,2.6065674080830004,Strong Over,11.843515460609163,3.3435154606091637,Strong Over,3-model Over,2.972230400478906,2.6065674080830004,3.3435154606091637,0.7369480525261634
JAX,10.414955595008292,7.5,2.9149555950082924,Strong Over,9.885759188869322,2.385759188869322,Strong Over,10.688559749751116,3.188559749751116,Strong Over,3-model Over,2.8297581778762435,2.385759188869322,3.188559749751116,0.8028005608817939
NYG,7.561929068944509,5.5,2.061929068944509,Strong Over,7.615360782047911,2.115360782047911,Strong Over,7.416648831628344,1.9166488316283443,Strong Over,3-model Over,2.031312894206921,1.9166488316283443,2.115360782047911,0.19871195041956646
IND,9.136536304645407,7.5,1.6365363046454071,Strong Over,8.935741387336886,1.4357413873368865,Playable Over,9.211927477495417,1.7119274774954167,Strong Over,3-model Over,1.59473505649257,1.4357413873368865,1.7119274774954167,0.27618609015853024
ARI,5.88001512164151,4.5,1.3800151216415104,Playable Over,6.417986778026666,1.9179867780266664,Strong Over,5.518732801753117,1.0187328017531172,Playable Over,2-Strong Over,1.4389115671404313,1.0187328017531172,1.9179867780266664,0.8992539762735492
MIA,5.888093580218485,4.5,1.3880935802184853,Playable Over,6.027087958972335,1.5270879589723352,Strong Over,5.487757777311355,0.9877577773113552,No bet / lean only,2-model Over,1.300979772167392,0.9877577773113552,1.5270879589723352,0.53933018166098
ATL,7.7030478330772985,6.5,1.2030478330772985,Playable Over,7.988869867884504,1.488869867884504,Playable Over,7.562465376369909,1.062465376369909,Playable Over,2-Strong Over,1.2514610257772372,1.062465376369909,1.488869867884504,0.42640449151459503
CLE,6.373955931570308,5.5,0.8739559315703076,No bet / lean only,6.67778506994756,1.1777850699475598,Playable Over,5.966198210956306,0.4661982109563061,No bet / lean only,Split / No bet,0.8393130708247245,0.4661982109563061,1.1777850699475598,0.7115868589912537
WAS,7.977830544855609,7.5,0.4778305448556086,No bet / lean only,8.443441074919694,0.9434410749196936,No bet / lean only,7.88338842523122,0.3833884252312201,No bet / lean only,Split / No bet,0.6015533483355074,0.3833884252312201,0.9434410749196936,0.5600526496884736
HOU,9.95948741595012,9.5,0.4594874159501199,No bet / lean only,9.392929454028138,-0.1070705459718617,No bet / lean only,10.251004621873388,0.7510046218733883,No bet / lean only,Split / No bet,0.36780716395054885,-0.1070705459718617,0.7510046218733883,0.8580751678452501
PIT,8.58900146917732,8.5,0.08900146917732066,No bet / lean only,8.521596584681994,0.0215965846819941,No bet / lean only,8.61531188003582,0.1153118800358203,No bet / lean only,Split / No bet,0.07530331129837835,0.0215965846819941,0.1153118800358203,0.0937152953538262
CAR,7.511500520869065,7.5,0.011500520869065056,No bet / lean only,7.843492562305724,0.3434925623057241,No bet / lean only,7.303859717591306,-0.1961402824086935,No bet / lean only,Split / No bet,0.05295093358869856,-0.1961402824086935,0.3434925623057241,0.5396328447144176
SEA,10.51838350481517,10.5,0.01838350481516926,No bet / lean only,9.937718536306066,-0.5622814636939335,No bet / lean only,10.818521831868818,0.3185218318688179,No bet / lean only,Split / No bet,-0.07512537566998212,-0.5622814636939335,0.3185218318688179,0.8808032955627514
DEN,9.364189014308687,9.5,-0.13581098569131278,No bet / lean only,9.192612675491096,-0.3073873245089054,No bet / lean only,9.547506999504606,0.0475069995046055,No bet / lean only,Split / No bet,-0.1318971035652042,-0.3073873245089054,0.0475069995046055,0.3548943240135109
TB,8.29580407117869,8.5,-0.20419592882131,No bet / lean only,8.226685548205639,-0.2733144517943611,No bet / lean only,8.272541197514293,-0.2274588024857067,No bet / lean only,Split / No bet,-0.23498972770045926,-0.2733144517943611,-0.20419592882131,0.0691185229730511
TEN,6.1496359002607335,6.5,-0.3503640997392665,No bet / lean only,6.782303434085615,0.2823034340856152,No bet / lean only,5.803303537071679,-0.6966964629283208,No bet / lean only,Split / No bet,-0.25491904286065736,-0.6966964629283208,0.2823034340856152,0.978999897013936
DET,10.186006986824172,10.5,-0.3139930131758284,No bet / lean only,10.05120649844772,-0.448793501552279,No bet / lean only,10.433033035860475,-0.0669669641395227,No bet / lean only,Split / No bet,-0.27658449295587667,-0.448793501552279,-0.0669669641395227,0.3818265374127563
GB,8.866185166407712,9.5,-0.6338148335922877,No bet / lean only,9.092107140653072,-0.4078928593469282,No bet / lean only,8.947836892681348,-0.5521631073186519,No bet / lean only,Split / No bet,-0.5312902667526226,-0.6338148335922877,-0.4078928593469282,0.22592197424535954
LAR,10.803932207160015,11.5,-0.696067792839985,No bet / lean only,10.784646677650086,-0.7153533223499142,No bet / lean only,11.095224626508678,-0.4047753734913222,No bet / lean only,Split / No bet,-0.6053988295604071,-0.7153533223499142,-0.4047753734913222,0.310577948858592
LV,5.720134475871096,6.5,-0.7798655241289039,No bet / lean only,6.488278088209654,-0.0117219117903459,No bet / lean only,5.259097953186938,-1.240902046813062,Playable Under,Split / No bet,-0.677496494244104,-1.240902046813062,-0.0117219117903459,1.229180135022716
LAC,8.632010894301256,9.5,-0.8679891056987437,No bet / lean only,8.80987304898621,-0.6901269510137897,No bet / lean only,8.654108640019567,-0.845891359980433,No bet / lean only,Split / No bet,-0.8013358055643222,-0.8679891056987437,-0.6901269510137897,0.17786215468495392
MIN,8.716154640926023,9.5,-0.7838453590739771,No bet / lean only,8.514316880354595,-0.9856831196454046,No bet / lean only,8.773347214894914,-0.7266527851050864,No bet / lean only,Split / No bet,-0.8320604212748227,-0.9856831196454046,-0.7266527851050864,0.2590303345403182
CIN,8.41424432781786,9.5,-1.08575567218214,Playable Under,8.291430719838306,-1.2085692801616936,Playable Under,8.442341843797458,-1.0576581562025424,Playable Under,2-Strong Under,-1.117327702848792,-1.2085692801616936,-1.0576581562025424,0.15091112395915118
CHI,8.303734370019011,9.5,-1.1962656299809886,Playable Under,8.227803700173379,-1.2721962998266214,Playable Under,8.271313228406148,-1.2286867715938516,Playable Under,2-Strong Under,-1.2323829004671538,-1.2721962998266214,-1.1962656299809886,0.07593066984563279
SF,9.372326439951454,10.5,-1.127673560048546,Playable Under,8.709590018696316,-1.790409981303684,Strong Under,9.507963270858744,-0.9920367291412564,No bet / lean only,2-model Under,-1.3033734234978287,-1.790409981303684,-0.9920367291412564,0.7983732521624276
NYJ,5.181053843535947,6.5,-1.3189461564640528,Playable Under,5.443957164719548,-1.0560428352804525,Playable Under,4.7819768989388605,-1.7180231010611395,Strong Under,2-Strong Under,-1.3643373642685483,-1.7180231010611395,-1.0560428352804525,0.661980265780687
DAL,8.051832266329429,9.5,-1.4481677336705712,Playable Under,8.005042655024406,-1.4949573449755942,Playable Under,7.998430680565093,-1.501569319434907,Strong Under,2-Strong Under,-1.4815647993603573,-1.501569319434907,-1.4481677336705712,0.053401585764335735
BAL,9.674958533299403,11.5,-1.825041466700597,Strong Under,9.483162252727086,-2.0168377472729144,Strong Under,9.869648784140557,-1.630351215859445,Strong Under,3-model Under,-1.8240768099443188,-2.0168377472729144,-1.630351215859445,0.38648653141346934
KC,9.591945340157885,11.5,-1.908054659842115,Strong Under,9.32095556035192,-2.179044439648079,Strong Under,9.77605176970709,-1.72394823029291,Strong Under,3-model Under,-1.937015776594368,-2.179044439648079,-1.72394823029291,0.4550962093551689
PHI,9.26818224870514,11.5,-2.2318177512948605,Strong Under,9.144809299083066,-2.3551907009169337,Strong Under,9.433119149093804,-2.0668808509061947,Strong Under,3-model Under,-2.2179631010393295,-2.3551907009169337,-2.0668808509061947,0.28830985001073905
BUF,10.104497589100358,12.5,-2.395502410899642,Strong Under,9.87347388227159,-2.6265261177284103,Strong Under,10.31466185925302,-2.18533814074698,Strong Under,3-model Under,-2.402455556458344,-2.6265261177284103,-2.18533814074698,0.4411879769814302
